pair_id,paper_id,study_id,suite_id,task_id,cluster_id,dataset_norm,horizon_bucket,metric_name,model_name,model_scale,has_covariates,zero_shot,metric_num,baseline_metric,baseline_family,log_ratio,delta,delta_rel,vi,source,is_source_b,paired_inference_ok,quality_flag,n_series_num,baseline_n_series
b02_fev_favorita_transactions_1w__TimesFM-2.5__MASE,B02_fev_favorita_transactions_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1w,b02_fev_favorita_transactions_1w,Favorita,medium,MASE,TimesFM-2.5,8.301029995663981,TRUE,TRUE,1.4718,1.4269,ML_TREE,0.03098188255596897,0.04489999999999994,0.03146681617492462,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1w__TimesFM-2.5__WAPE,B02_fev_favorita_transactions_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1w,b02_fev_favorita_transactions_1w,Favorita,medium,WAPE,TimesFM-2.5,8.301029995663981,TRUE,TRUE,0.0559,0.0633,ML_TREE,-0.12432094898907697,-0.007399999999999997,-0.11690363349131118,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1w__Toto-1.0__SQL,B02_fev_favorita_transactions_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1w,b02_fev_favorita_transactions_1w,Favorita,medium,SQL,Toto-1.0,8,TRUE,TRUE,1.5566,1.4269,ML_TREE,0.08699969658875818,0.12969999999999993,0.09089634872801172,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1w__Toto-1.0__MASE,B02_fev_favorita_transactions_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1w,b02_fev_favorita_transactions_1w,Favorita,medium,MASE,Toto-1.0,8,TRUE,TRUE,1.9304,1.4269,ML_TREE,0.3022229763742923,0.5034999999999998,0.3528628495339546,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1w__Toto-1.0__WAPE,B02_fev_favorita_transactions_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1w,b02_fev_favorita_transactions_1w,Favorita,medium,WAPE,Toto-1.0,8,TRUE,TRUE,0.0687,0.0633,ML_TREE,0.08186387007817314,0.005400000000000002,0.08530805687203795,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_hermes__Chronos-2__SQL,B02_fev_hermes,shchur_2025_fev_bench,fev-bench,b02_fev_hermes,b02_fev_hermes,Hermes,long,SQL,Chronos-2,8.079181246047625,TRUE,TRUE,0.6092,1.167,ML_TREE,-0.6500450112655494,-0.5578000000000001,-0.47797772065124255,2e-4,LIT,FALSE,TRUE,Source A benchmark extraction,10000,10000
b02_fev_hermes__Chronos-2__MASE,B02_fev_hermes,shchur_2025_fev_bench,fev-bench,b02_fev_hermes,b02_fev_hermes,Hermes,long,MASE,Chronos-2,8.079181246047625,TRUE,TRUE,0.7761,1.167,ML_TREE,-0.40791025442646284,-0.3909,-0.33496143958868896,2e-4,LIT,FALSE,TRUE,Source A benchmark extraction,10000,10000
b02_fev_hermes__Chronos-2__WAPE,B02_fev_hermes,shchur_2025_fev_bench,fev-bench,b02_fev_hermes,b02_fev_hermes,Hermes,long,WAPE,Chronos-2,8.079181246047625,TRUE,TRUE,0.0029,0.0045,ML_TREE,-0.43936665978384565,-0.0015999999999999999,-0.35555555555555557,2e-4,LIT,FALSE,TRUE,Source A benchmark extraction,10000,10000
b02_fev_hermes__Chronos-Bolt-Base__SQL,B02_fev_hermes,shchur_2025_fev_bench,fev-bench,b02_fev_hermes,b02_fev_hermes,Hermes,long,SQL,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,0.6752,1.167,ML_TREE,-0.5471826890048087,-0.4918,-0.4214224507283633,2e-4,LIT,FALSE,TRUE,Source A benchmark extraction,10000,10000
b02_fev_hermes__Chronos-Bolt-Base__MASE,B02_fev_hermes,shchur_2025_fev_bench,fev-bench,b02_fev_hermes,b02_fev_hermes,Hermes,long,MASE,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,0.8579,1.167,ML_TREE,-0.3077040897076365,-0.30910000000000004,-0.26486718080548416,2e-4,LIT,FALSE,TRUE,Source A benchmark extraction,10000,10000
b02_fev_hermes__Chronos-Bolt-Base__WAPE,B02_fev_hermes,shchur_2025_fev_bench,fev-bench,b02_fev_hermes,b02_fev_hermes,Hermes,long,WAPE,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,0.0032,0.0045,ML_TREE,-0.340926586970593,-0.0012999999999999995,-0.2888888888888888,2e-4,LIT,FALSE,TRUE,Source A benchmark extraction,10000,10000
b02_fev_hermes__Moirai-2.0-Small__SQL,B02_fev_hermes,shchur_2025_fev_bench,fev-bench,b02_fev_hermes,b02_fev_hermes,Hermes,long,SQL,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,0.704,1.167,ML_TREE,-0.5054132761285137,-0.4630000000000001,-0.39674378748928885,2e-4,LIT,FALSE,TRUE,Source A benchmark extraction,10000,10000
b02_fev_hermes__Moirai-2.0-Small__MASE,B02_fev_hermes,shchur_2025_fev_bench,fev-bench,b02_fev_hermes,b02_fev_hermes,Hermes,long,MASE,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,0.885,1.167,ML_TREE,-0.27660398727862656,-0.28200000000000003,-0.24164524421593833,2e-4,LIT,FALSE,TRUE,Source A benchmark extraction,10000,10000
b02_fev_hermes__Moirai-2.0-Small__WAPE,B02_fev_hermes,shchur_2025_fev_bench,fev-bench,b02_fev_hermes,b02_fev_hermes,Hermes,long,WAPE,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,0.0034,0.0045,ML_TREE,-0.2803019651541584,-0.0010999999999999998,-0.24444444444444444,2e-4,LIT,FALSE,TRUE,Source A benchmark extraction,10000,10000
b02_fev_hermes__TabPFN-TS__SQL,B02_fev_hermes,shchur_2025_fev_bench,fev-bench,b02_fev_hermes,b02_fev_hermes,Hermes,long,SQL,TabPFN-TS,7.079181246047625,TRUE,TRUE,0.7049,1.167,ML_TREE,-0.5041356835067261,-0.46210000000000007,-0.3959725792630677,2e-4,LIT,FALSE,TRUE,Source A benchmark extraction,10000,10000
b02_fev_hermes__TabPFN-TS__MASE,B02_fev_hermes,shchur_2025_fev_bench,fev-bench,b02_fev_hermes,b02_fev_hermes,Hermes,long,MASE,TabPFN-TS,7.079181246047625,TRUE,TRUE,0.9123,1.167,ML_TREE,-0.24622274893512738,-0.25470000000000004,-0.2182519280205656,2e-4,LIT,FALSE,TRUE,Source A benchmark extraction,10000,10000
b02_fev_hermes__TabPFN-TS__WAPE,B02_fev_hermes,shchur_2025_fev_bench,fev-bench,b02_fev_hermes,b02_fev_hermes,Hermes,long,WAPE,TabPFN-TS,7.079181246047625,TRUE,TRUE,0.0034,0.0045,ML_TREE,-0.2803019651541584,-0.0010999999999999998,-0.24444444444444444,2e-4,LIT,FALSE,TRUE,Source A benchmark extraction,10000,10000
b02_fev_hermes__TiRex__SQL,B02_fev_hermes,shchur_2025_fev_bench,fev-bench,b02_fev_hermes,b02_fev_hermes,Hermes,long,SQL,TiRex,7.544068044350276,TRUE,TRUE,0.651,1.167,ML_TREE,-0.5836819900779868,-0.516,-0.442159383033419,2e-4,LIT,FALSE,TRUE,Source A benchmark extraction,10000,10000
b02_fev_hermes__TiRex__MASE,B02_fev_hermes,shchur_2025_fev_bench,fev-bench,b02_fev_hermes,b02_fev_hermes,Hermes,long,MASE,TiRex,7.544068044350276,TRUE,TRUE,0.831,1.167,ML_TREE,-0.3395618374311079,-0.3360000000000001,-0.28791773778920315,2e-4,LIT,FALSE,TRUE,Source A benchmark extraction,10000,10000
b02_fev_hermes__TiRex__WAPE,B02_fev_hermes,shchur_2025_fev_bench,fev-bench,b02_fev_hermes,b02_fev_hermes,Hermes,long,WAPE,TiRex,7.544068044350276,TRUE,TRUE,0.0031,0.0045,ML_TREE,-0.3726752852851735,-0.0013999999999999998,-0.31111111111111106,2e-4,LIT,FALSE,TRUE,Source A benchmark extraction,10000,10000
b02_fev_hermes__TimesFM-2.5__SQL,B02_fev_hermes,shchur_2025_fev_bench,fev-bench,b02_fev_hermes,b02_fev_hermes,Hermes,long,SQL,TimesFM-2.5,8.301029995663981,TRUE,TRUE,0.6184,1.167,ML_TREE,-0.6350561350133439,-0.5486000000000001,-0.4700942587832049,2e-4,LIT,FALSE,TRUE,Source A benchmark extraction,10000,10000
b02_fev_hermes__TimesFM-2.5__MASE,B02_fev_hermes,shchur_2025_fev_bench,fev-bench,b02_fev_hermes,b02_fev_hermes,Hermes,long,MASE,TimesFM-2.5,8.301029995663981,TRUE,TRUE,0.7872,1.167,ML_TREE,-0.3937092865485124,-0.3798,-0.32544987146529564,2e-4,LIT,FALSE,TRUE,Source A benchmark extraction,10000,10000
b02_fev_hermes__TimesFM-2.5__WAPE,B02_fev_hermes,shchur_2025_fev_bench,fev-bench,b02_fev_hermes,b02_fev_hermes,Hermes,long,WAPE,TimesFM-2.5,8.301029995663981,TRUE,TRUE,0.0029,0.0045,ML_TREE,-0.43936665978384565,-0.0015999999999999999,-0.35555555555555557,2e-4,LIT,FALSE,TRUE,Source A benchmark extraction,10000,10000
b02_fev_hermes__Toto-1.0__SQL,B02_fev_hermes,shchur_2025_fev_bench,fev-bench,b02_fev_hermes,b02_fev_hermes,Hermes,long,SQL,Toto-1.0,8,TRUE,TRUE,0.9853,1.167,ML_TREE,-0.16924546895812717,-0.18170000000000008,-0.15569837189374472,2e-4,LIT,FALSE,TRUE,Source A benchmark extraction,10000,10000
b02_fev_hermes__Toto-1.0__MASE,B02_fev_hermes,shchur_2025_fev_bench,fev-bench,b02_fev_hermes,b02_fev_hermes,Hermes,long,MASE,Toto-1.0,8,TRUE,TRUE,1.2023,1.167,ML_TREE,0.029800035694307378,0.03529999999999989,0.030248500428448916,2e-4,LIT,FALSE,TRUE,Source A benchmark extraction,10000,10000
b02_fev_hermes__Toto-1.0__WAPE,B02_fev_hermes,shchur_2025_fev_bench,fev-bench,b02_fev_hermes,b02_fev_hermes,Hermes,long,WAPE,Toto-1.0,8,TRUE,TRUE,0.0044,0.0045,ML_TREE,-0.022472855852058514,-9.99999999999994e-5,-0.022222222222222088,2e-4,LIT,FALSE,TRUE,Source A benchmark extraction,10000,10000
b02_fev_hierarchical_sales_1d__Chronos-2__SQL,B02_fev_hierarchical_sales_1D,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1d,b02_fev_hierarchical_sales_1d,Hierarchical Sales,long,SQL,Chronos-2,8.079181246047625,FALSE,TRUE,0.5567,0.6854,ML_TREE,-0.20797611425104642,-0.12870000000000004,-0.18777356288298808,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1d__Chronos-2__MASE,B02_fev_hierarchical_sales_1D,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1d,b02_fev_hierarchical_sales_1d,Hierarchical Sales,long,MASE,Chronos-2,8.079181246047625,FALSE,TRUE,0.6889,0.6854,ML_TREE,0.005093513158641571,0.0034999999999999476,0.0051065071491099324,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1d__Chronos-2__WAPE,B02_fev_hierarchical_sales_1D,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1d,b02_fev_hierarchical_sales_1d,Hierarchical Sales,long,WAPE,Chronos-2,8.079181246047625,FALSE,TRUE,0.7005,0.6876,ML_TREE,0.0185870922683676,0.012900000000000023,0.018760907504363034,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1d__Chronos-Bolt-Base__SQL,B02_fev_hierarchical_sales_1D,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1d,b02_fev_hierarchical_sales_1d,Hierarchical Sales,long,SQL,Chronos-Bolt-Base,7.662757831681574,FALSE,TRUE,0.5509,0.6854,ML_TREE,-0.2184493049618377,-0.13450000000000006,-0.19623577473008472,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1d__Chronos-Bolt-Base__MASE,B02_fev_hierarchical_sales_1D,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1d,b02_fev_hierarchical_sales_1d,Hierarchical Sales,long,MASE,Chronos-Bolt-Base,7.662757831681574,FALSE,TRUE,0.686,0.6854,ML_TREE,8.750182853768965e-4,6.000000000000449e-4,8.754012255617813e-4,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1d__Chronos-Bolt-Base__WAPE,B02_fev_hierarchical_sales_1D,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1d,b02_fev_hierarchical_sales_1d,Hierarchical Sales,long,WAPE,Chronos-Bolt-Base,7.662757831681574,FALSE,TRUE,0.695,0.6876,ML_TREE,0.01070457205609795,0.007399999999999962,0.010762070971495001,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1d__Moirai-2.0-Small__SQL,B02_fev_hierarchical_sales_1D,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1d,b02_fev_hierarchical_sales_1d,Hierarchical Sales,long,SQL,Moirai-2.0-Small,7.041392685158225,FALSE,TRUE,0.552,0.6854,ML_TREE,-0.21645456316341308,-0.13339999999999996,-0.19463087248322142,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1d__Moirai-2.0-Small__MASE,B02_fev_hierarchical_sales_1D,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1d,b02_fev_hierarchical_sales_1d,Hierarchical Sales,long,MASE,Moirai-2.0-Small,7.041392685158225,FALSE,TRUE,0.688,0.6854,ML_TREE,0.0037862284928350974,0.0025999999999999357,0.0037934053107673412,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1d__Moirai-2.0-Small__WAPE,B02_fev_hierarchical_sales_1D,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1d,b02_fev_hierarchical_sales_1d,Hierarchical Sales,long,WAPE,Moirai-2.0-Small,7.041392685158225,FALSE,TRUE,0.693,0.6876,ML_TREE,0.007822725681209078,0.00539999999999996,0.007853403141361199,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1d__TabPFN-TS__SQL,B02_fev_hierarchical_sales_1D,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1d,b02_fev_hierarchical_sales_1d,Hierarchical Sales,long,SQL,TabPFN-TS,7.079181246047625,FALSE,TRUE,0.572,0.6854,ML_TREE,-0.18086361806071066,-0.11340000000000006,-0.16545083163116436,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1d__TabPFN-TS__MASE,B02_fev_hierarchical_sales_1D,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1d,b02_fev_hierarchical_sales_1d,Hierarchical Sales,long,MASE,TabPFN-TS,7.079181246047625,FALSE,TRUE,0.708,0.6854,ML_TREE,0.03244148425321128,0.022599999999999953,0.03297344616282456,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1d__TabPFN-TS__WAPE,B02_fev_hierarchical_sales_1D,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1d,b02_fev_hierarchical_sales_1d,Hierarchical Sales,long,WAPE,TabPFN-TS,7.079181246047625,FALSE,TRUE,0.7258,0.6876,ML_TREE,0.05406722127027579,0.03820000000000001,0.05555555555555557,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1d__TiRex__SQL,B02_fev_hierarchical_sales_1D,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1d,b02_fev_hierarchical_sales_1d,Hierarchical Sales,long,SQL,TiRex,7.544068044350276,FALSE,TRUE,0.5473,0.6854,ML_TREE,-0.22500551129063592,-0.1381,-0.20148818208345493,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1d__TiRex__MASE,B02_fev_hierarchical_sales_1D,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1d,b02_fev_hierarchical_sales_1d,Hierarchical Sales,long,MASE,TiRex,7.544068044350276,FALSE,TRUE,0.6854,0.6854,ML_TREE,0,0,0,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1d__TiRex__WAPE,B02_fev_hierarchical_sales_1D,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1d,b02_fev_hierarchical_sales_1d,Hierarchical Sales,long,WAPE,TiRex,7.544068044350276,FALSE,TRUE,0.6894,0.6876,ML_TREE,0.0026143805740708936,0.0018000000000000238,0.0026178010471204537,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1d__TimesFM-2.5__SQL,B02_fev_hierarchical_sales_1D,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1d,b02_fev_hierarchical_sales_1d,Hierarchical Sales,long,SQL,TimesFM-2.5,8.301029995663981,FALSE,TRUE,0.5516,0.6854,ML_TREE,-0.21717946352136175,-0.13380000000000003,-0.19521447330026268,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1d__TimesFM-2.5__MASE,B02_fev_hierarchical_sales_1D,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1d,b02_fev_hierarchical_sales_1d,Hierarchical Sales,long,MASE,TimesFM-2.5,8.301029995663981,FALSE,TRUE,0.6882,0.6854,ML_TREE,0.004076883922871487,0.0028000000000000247,0.004085205719288043,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1d__TimesFM-2.5__WAPE,B02_fev_hierarchical_sales_1D,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1d,b02_fev_hierarchical_sales_1d,Hierarchical Sales,long,WAPE,TimesFM-2.5,8.301029995663981,FALSE,TRUE,0.6944,0.6876,ML_TREE,0.00984088983744635,0.006800000000000028,0.009889470622454957,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1d__Toto-1.0__SQL,B02_fev_hierarchical_sales_1D,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1d,b02_fev_hierarchical_sales_1d,Hierarchical Sales,long,SQL,Toto-1.0,8,FALSE,TRUE,0.5468,0.6854,ML_TREE,-0.22591950459071403,-0.13860000000000006,-0.20221768310475643,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1d__Toto-1.0__MASE,B02_fev_hierarchical_sales_1D,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1d,b02_fev_hierarchical_sales_1d,Hierarchical Sales,long,MASE,Toto-1.0,8,FALSE,TRUE,0.6821,0.6854,ML_TREE,-0.004826334779834741,-0.0032999999999999696,-0.004814706740589392,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1d__Toto-1.0__WAPE,B02_fev_hierarchical_sales_1D,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1d,b02_fev_hierarchical_sales_1d,Hierarchical Sales,long,WAPE,Toto-1.0,8,FALSE,TRUE,0.6905,0.6876,ML_TREE,0.0042086993406526335,0.0029000000000000137,0.004217568353694028,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1w__Chronos-2__SQL,B02_fev_hierarchical_sales_1W,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1w,b02_fev_hierarchical_sales_1w,Hierarchical Sales,medium,SQL,Chronos-2,8.079181246047625,FALSE,TRUE,0.6161,0.7843,ML_TREE,-0.24138231219809575,-0.16820000000000002,-0.21445875302817802,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1w__Chronos-2__MASE,B02_fev_hierarchical_sales_1W,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1w,b02_fev_hierarchical_sales_1w,Hierarchical Sales,medium,MASE,Chronos-2,8.079181246047625,FALSE,TRUE,0.7539,0.7843,ML_TREE,-0.03953186700096462,-0.030399999999999983,-0.03876067831187044,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1w__Chronos-2__WAPE,B02_fev_hierarchical_sales_1W,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1w,b02_fev_hierarchical_sales_1w,Hierarchical Sales,medium,WAPE,Chronos-2,8.079181246047625,FALSE,TRUE,0.4328,0.441,ML_TREE,-0.01876914791457424,-0.008199999999999985,-0.018594104308389987,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1w__Chronos-Bolt-Base__SQL,B02_fev_hierarchical_sales_1W,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1w,b02_fev_hierarchical_sales_1w,Hierarchical Sales,medium,SQL,Chronos-Bolt-Base,7.662757831681574,FALSE,TRUE,0.6367,0.7843,ML_TREE,-0.20849301319564106,-0.14759999999999995,-0.18819329338263413,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1w__Chronos-Bolt-Base__MASE,B02_fev_hierarchical_sales_1W,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1w,b02_fev_hierarchical_sales_1w,Hierarchical Sales,medium,MASE,Chronos-Bolt-Base,7.662757831681574,FALSE,TRUE,0.7733,0.7843,ML_TREE,-0.014124528603631089,-0.01100000000000001,-0.014025245441795243,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1w__Chronos-Bolt-Base__WAPE,B02_fev_hierarchical_sales_1W,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1w,b02_fev_hierarchical_sales_1w,Hierarchical Sales,medium,WAPE,Chronos-Bolt-Base,7.662757831681574,FALSE,TRUE,0.4394,0.441,ML_TREE,-0.0036347154963361785,-0.0015999999999999903,-0.0036281179138321776,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1w__Moirai-2.0-Small__SQL,B02_fev_hierarchical_sales_1W,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1w,b02_fev_hierarchical_sales_1w,Hierarchical Sales,medium,SQL,Moirai-2.0-Small,7.041392685158225,FALSE,TRUE,0.628,0.7843,ML_TREE,-0.2222514337504221,-0.1563,-0.19928598750478133,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1w__Moirai-2.0-Small__MASE,B02_fev_hierarchical_sales_1W,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1w,b02_fev_hierarchical_sales_1w,Hierarchical Sales,medium,MASE,Moirai-2.0-Small,7.041392685158225,FALSE,TRUE,0.766,0.7843,ML_TREE,-0.023609430478029422,-0.018299999999999983,-0.02333290832589568,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1w__Moirai-2.0-Small__WAPE,B02_fev_hierarchical_sales_1W,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1w,b02_fev_hierarchical_sales_1w,Hierarchical Sales,medium,WAPE,Moirai-2.0-Small,7.041392685158225,FALSE,TRUE,0.4365,0.441,ML_TREE,-0.01025650016718911,-0.004500000000000004,-0.01020408163265307,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1w__TabPFN-TS__SQL,B02_fev_hierarchical_sales_1W,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1w,b02_fev_hierarchical_sales_1w,Hierarchical Sales,medium,SQL,TabPFN-TS,7.079181246047625,FALSE,TRUE,0.6369,0.7843,ML_TREE,-0.20817894284130062,-0.14739999999999998,-0.18793828892005607,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1w__TabPFN-TS__MASE,B02_fev_hierarchical_sales_1W,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1w,b02_fev_hierarchical_sales_1w,Hierarchical Sales,medium,MASE,TabPFN-TS,7.079181246047625,FALSE,TRUE,0.774,0.7843,ML_TREE,-0.013219726628893699,-0.010299999999999976,-0.013132729822771867,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1w__TabPFN-TS__WAPE,B02_fev_hierarchical_sales_1W,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1w,b02_fev_hierarchical_sales_1w,Hierarchical Sales,medium,WAPE,TabPFN-TS,7.079181246047625,FALSE,TRUE,0.4384,0.441,ML_TREE,-0.005913139813040162,-0.002599999999999991,-0.0058956916099773046,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1w__TiRex__SQL,B02_fev_hierarchical_sales_1W,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1w,b02_fev_hierarchical_sales_1w,Hierarchical Sales,medium,SQL,TiRex,7.544068044350276,FALSE,TRUE,0.6209,0.7843,ML_TREE,-0.23362156184777366,-0.1634,-0.2083386459263037,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1w__TiRex__MASE,B02_fev_hierarchical_sales_1W,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1w,b02_fev_hierarchical_sales_1w,Hierarchical Sales,medium,MASE,TiRex,7.544068044350276,FALSE,TRUE,0.7567,0.7843,ML_TREE,-0.03582472651814487,-0.027599999999999958,-0.035190615835777074,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1w__TiRex__WAPE,B02_fev_hierarchical_sales_1W,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1w,b02_fev_hierarchical_sales_1w,Hierarchical Sales,medium,WAPE,TiRex,7.544068044350276,FALSE,TRUE,0.4324,0.441,ML_TREE,-0.019693789681792744,-0.008599999999999997,-0.019501133786848066,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
b02_fev_hierarchical_sales_1w__TimesFM-2.5__SQL,B02_fev_hierarchical_sales_1W,shchur_2025_fev_bench,fev-bench,b02_fev_hierarchical_sales_1w,b02_fev_hierarchical_sales_1w,Hierarchical Sales,medium,SQL,TimesFM-2.5,8.301029995663981,FALSE,TRUE,0.6178,0.7843,ML_TREE,-0.2386268197341394,-0.16649999999999998,-0.21229121509626417,0.01694915254237288,LIT,FALSE,TRUE,Source A benchmark extraction,118,118
